Name	N duplicates	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11	Raw 12	Raw 13	Raw 14	Raw 15	Raw 16	Ratio 0	Ratio 1	Ratio 2	Ratio 3	Ratio 4	Ratio 5	Ratio 6	Ratio 7	Ratio 8	Ratio 9	Ratio 10	Ratio 11	Ratio 12	Ratio 13	Ratio 14	Ratio 15	Ratio 16	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
KMRC-1_NPC-26	1	1.0	1.026	1.044	1.088	1.014	1.04	1.073	1.005	1.003	0.9988	1.01	0.9677	0.9772	1.014	1.02	1.057	1.009	1.0	1.026	1.044	1.088	1.014	1.04	1.073	1.005	1.003	0.9988	1.01	0.9677	0.9772	1.014	1.02	1.057	1.009	0.0	7.202156844680948	10.0	1.0448146617825687	1.005932800669477	0.008533932003243322	1.0207076326780478	0.025760872590658422	0.29643697189506857	1.3501563728677932	140.60209544969237	0.012029466855996818	0.009821510671383085	1.0213041666666667	0.03072554850749783	1.795985202010179	0.21702795737032532	0.6634843170750507	0.0023625427146229117	-0.0	not
KMRC-20_CIL70	1	1.0	0.9496	0.9543	0.9198	0.9378	0.9755	1.003	0.9427	0.9627	0.9562	0.9903	0.8863	0.958	0.9318	0.8683	0.5997	0.4585	1.0	0.9496	0.9543	0.9198	0.9378	0.9755	1.003	0.9427	0.9627	0.9562	0.9903	0.8863	0.958	0.9318	0.8683	0.5997	0.4585	0.0	4.7979294404476045	3.0933196225899957	0.9539350998721402	0.4345301214449641	-1.1110426080599596	0.9070929676440359	0.02752311652514947	0.962265326626007	0.050223011849788356	0.805022088641388	0.008629402380677751	0.051235754442356375	0.899571875	0.14168616034624795	108.37857122823418	2.5570994482205207e-09	8.592252381487334	16.213128670450875	4.142057034024926	down
KMRC-20_NPC-26	1	1.0	1.05	1.055	1.039	1.041	1.052	1.124	1.032	1.012	0.9947	0.9881	1.044	0.9844	1.026	0.9966	1.075	1.055	1.0	1.05	1.055	1.039	1.041	1.052	1.124	1.032	1.012	0.9947	0.9881	1.044	0.9844	1.026	0.9966	1.075	1.055	0.0	7.123417471083499	10.0	1.0564491813300987	1.0190190756868185	0.027181058511760905	1.033893876381255	0.031406745933643974	0.18718726515754025	1.561050073276902	996.6382582145351	0.014520481571373825	0.012078715904601033	1.03445625	0.034850228954486764	0.9830431847779046	0.5337832391037278	0.27263506726459424	0.019110691741387922	-0.0	not
KMRC-2_NPC-26	1	1.0	1.044	1.029	1.03	1.0659999999999998	1.022	1.047	1.051	1.082	1.019	1.015	1.0	0.9862	0.9983	1.028	0.996	0.9936	1.0	1.044	1.029	1.03	1.0659999999999998	1.022	1.047	1.051	1.082	1.019	1.015	1.0	0.9862	0.9983	1.028	0.996	0.9936	0.0	6.520593326649365	10.0	1.0440361671534832	1.0029185675285393	0.004204470364721341	1.0247390747071674	0.01887337298289478	0.4920947066277491	0.5338620594157882	438.7739089193776	0.0075654494392637045	0.008267979411714388	1.0250520833333334	0.026505494101706002	4.132270926960773	0.02376073375263474	1.6241401520831011	0.0006026143649754369	-0.0	not
KMRC-3_NPC-26	1	1.0	0.8740000000000001	0.9282	0.9734	0.9373	1.02	1.008	1.048	1.078	0.8128	0.8452	0.8502	0.8808	0.7753	0.8402		0.9361	1.0	0.8740000000000001	0.9282	0.9734	0.9373	1.02	1.008	1.048	1.078	0.8128	0.8452	0.8502	0.8808	0.7753	0.8402		0.9361	0.0	6.625750801022676	10.0	0.984393812960593	0.8508645068347875	-0.232998681989776	0.9186219791274216	0.0554719350062645	0.5944750192576893	0.5223121751210659	42.12577823040334	0.022650876704651685	0.026159061141465958	0.921143617021277	0.08721660635292536	5.88807446721172	0.007789664606298373	2.108481241014164	0.7847701807969427	0.18169984858047178	not
KMS-11_NPC-26	1	1.0	0.9423	0.9108	0.8911	0.963	0.8782	0.887	0.9442	0.8133	0.8753	0.9241	0.7826000000000001		0.09046	0.09035	0.1522	0.6989	1.0	0.9423	0.9108	0.8911	0.963	0.8782	0.887	0.9442	0.8133	0.8753	0.9241	0.7826000000000001		0.09046	0.09035	0.1522	0.6989	0.0	5.749335343293394	4.342575905915967	0.9040568238702457	0.2466567789498381	-2.0194179525169003	0.7076316060595824	0.13506259029614662	0.8108661290495219	0.656112780525387	16.043976197257404	0.047932367398209795	0.09016293006335373	0.7141296097803951	0.31165902039682203	17.29851110612848	8.077108345449688e-05	4.092744091500824	9.577444552931308	2.9451788132211756	down
KMS-12-BM_CIL70	1	1.0	1.143	1.186	1.19	1.153	1.104	1.177	1.26	0.7545999999999999	1.155	1.012	1.135	0.8706	0.4477	0.05994	0.03978	0.03933	1.0	1.143	1.186	1.19	1.153	1.104	1.177	1.26	0.7545999999999999	1.155	1.012	1.135	0.8706	0.4477	0.05994	0.03978	0.03933	0.0	5.3866803316787175	2.6920376342563395	1.1135836492332265	0.01945445291865141	-5.517314915227315	0.8743126164250464	0.10813173804744532	0.9353248050483023	0.07396675054095722	1.0587345759122961	0.03693717841925465	0.09080143863842471	0.8664517708333334	0.42519127239229293	61.46299261586493	6.147436222151147e-08	7.211305968243821	39.94542564057042	6.183794313902231	down
KMS-18_CIL70	1	1.0	1.093	1.103	1.017	1.052	0.9861	1.08	1.054	1.163	0.9869	0.9363	0.9491	0.9435	0.7823	0.1341	0.0664	0.0557099999999999	1.0	1.093	1.103	1.017	1.052	0.9861	1.08	1.054	1.163	0.9869	0.9363	0.9491	0.9435	0.7823	0.1341	0.0664	0.0557099999999999	0.0	5.2011936131440315	3.878029330184793	1.031276887265389	0.046072093785050595	-4.416501681357221	0.8562879101549206	0.058574525278874454	0.9738668510992566	0.03874533723804943	1.0241755179154084	0.018916235220713777	0.05152341894644044	0.8465182291666666	0.36233782786480884	158.37927578565825	2.96761391484095e-10	9.527592601223484	72.09607945384802	7.597103660408917	down
KMS-18_NPC-26	1	1.0	1.003	1.004	0.9941	1.008	0.9821	0.9284	0.9436	0.9016	0.9492	0.9834	1.035	1.006	0.361	0.6			1.0	1.003	1.004	0.9941	1.008	0.9821	0.9284	0.9436	0.9016	0.9492	0.9834	1.035	1.006	0.361	0.6			0.0	5.46885391803574	10.0	0.9791024345354984	0.47870878721243676	-1.0627489132236971	0.9192649408823274	0.05778130436498846	0.8952520443895648	0.19965713055871012	14.228441683075282	0.01948035042223545	0.06760885498035686	0.9118261904761905	0.17853740914362687	32.05263913874795	7.819832191362598e-06	5.106802566524192	9.106421266377836	2.7349124521140555	down
KMS-20_NPC-26	1	1.0	0.9701	0.9918	0.9436	0.8856999999999999	1.036	0.9419	0.9177	0.8961	1.003	0.8906999999999999	0.9881	0.5074000000000001		0.1907		1.025	1.0	0.9701	0.9918	0.9436	0.8856999999999999	1.036	0.9419	0.9177	0.8961	1.003	0.8906999999999999	0.9881	0.5074000000000001		0.1907		1.025	0.0	5.757131071050679	10.0	0.9524315194018931	0.524678104804733	-0.9304955083537587	0.8238853763886407	0.161504045512989	0.46466148584293887	0.6319377061792075	39.261197957357666	0.05687752152490266	0.13335773350389946	0.8365141304347826	0.2248208794515099	3.5167085415572163	0.047287672124475724	1.3252520648887536	1.9837652521764062	0.7254893691440787	
KMS-21BM_CIL70	1	1.0	1.148	1.09	1.176	1.253	1.176	1.107	1.115	1.278	1.202	1.055	1.108	0.9983	0.8345	0.1557	0.08031	0.07374	1.0	1.148	1.09	1.176	1.253	1.176	1.107	1.115	1.278	1.202	1.055	1.108	0.9983	0.8345	0.1557	0.08031	0.07374	0.0	5.217048306066819	3.216940872963124	1.1454583642220466	0.04935193730557074	-4.26850970294352	0.9468741381609391	0.07239838377645813	0.966748030175345	0.04649413124058219	0.9306006703955186	0.023732688926806224	0.067225653549947	0.93626625	0.39704609607472546	123.57418967860734	1.2163973555149199e-09	8.914924532696375	59.539523980420455	7.134733945400371	down
KMS-26_CIL70	1	1.0	1.085	1.137	1.125	1.016	1.063	1.115	0.7625	0.9427	0.9221	0.6466	0.05742	0.1435	0.04172	0.02343	0.02178	0.0276399999999999	1.0	1.085	1.137	1.125	1.016	1.063	1.115	0.7625	0.9427	0.9221	0.6466	0.05742	0.1435	0.04172	0.02343	0.02178	0.0276399999999999	0.0	6.180234971896364	3.142369601147124	1.028396186699854	0.03740091987757613	-4.740686558101834	0.6378824640673474	0.08930633942704369	0.962540748517432	0.05515249435775659	1.1807363193948635	0.03428742945465836	0.0472911059006323	0.6423927083333334	0.4615915933022774	109.28771104628301	2.4391266522398337e-09	8.612765648255028	57.96267079794681	7.0701756289052495	down
KMS-26_NPC-26	1	1.0	0.9717	0.9964	1.003	1.089	1.01	1.052	1.069	0.9527	1.01	1.105	1.172	1.114	1.133	1.09	1.073	1.021	1.0	0.9717	0.9964	1.003	1.089	1.01	1.052	1.069	0.9527	1.01	1.105	1.172	1.114	1.133	1.09	1.073	1.021	0.0	6.351228071793047	10.0	1.0173049390299624	1.1033276474463596	0.1418612815481253	1.0544554219347773	0.04198321621877035	0.5016123413735778	0.6274003906190753	41.888026214854364	0.01600800801097372	0.019608842659037336	1.0539385416666667	0.05955763214512965	4.302879725589825	0.020729450094096793	1.6834122186136642	0.35649651753564376	0.027522651416417805	not
KMS-27_CIL70	1	1.0	1.05	1.145	1.193	1.134	1.05	1.063	1.137	1.148	1.084	1.099	1.064	1.034	0.9557	0.6769	0.05484	0.03782	1.0	1.05	1.145	1.193	1.134	1.05	1.063	1.137	1.148	1.084	1.099	1.064	1.034	0.9557	0.6769	0.05484	0.03782	0.0	4.966700763451513	3.0481281878374773	1.0964698123662535	0.0001	-5.6455012893249625	0.9579672721019464	0.05449916353632394	0.9748245966873709	0.04082063749933183	0.7805006840843605	0.017454628583339068	0.0750278494738959	0.9423931249999998	0.3435250355529818	164.60971157583595	2.3817497244092213e-10	9.623103876362313	85.87072491249516	8.022436767168776	down
KMS-27_NPC-26	1	1.0	1.026	1.091	1.047	1.0	1.002	1.033	1.006	1.072	1.01	1.011	0.9496	1.048	0.9454	0.9509	0.954	0.6311	1.0	1.026	1.091	1.047	1.0	1.002	1.033	1.006	1.072	1.01	1.011	0.9496	1.048	0.9454	0.9509	0.954	0.6311	0.0	4.296911938643716	2.263894634421971	1.0173228764793438	0.0001	-0.6446969293698184	0.9972992312663483	0.038146229023570975	0.8484365579945463	1.6576070782552392	3.1546697332737974	0.012173002079819802	5.080546662400972	0.989634375	0.09802246331323024	23.813183150496464	1.024745257797007e-05	4.989384082786876	4.577810281911711	1.7762922456308623	down
KMS-28BM_CIL70	1	1.0	1.084	1.141	0.9553	1.17	1.406	1.101	1.038	1.0659999999999998	0.9458	1.039	0.9522	1.124	0.6836	0.38	0.2207	0.1252	1.0	1.084	1.141	0.9553	1.17	1.406	1.101	1.038	1.0659999999999998	0.9458	1.039	0.9522	1.124	0.6836	0.38	0.2207	0.1252	0.0	5.20859897964579	2.4228366711991214	1.0881088666878536	0.14805836969376795	-2.6605489191904534	0.9192162607356403	0.1075540888838184	0.900338647888722	0.10141283207323189	1.147512217338865	0.036178355954220455	0.1182993548833564	0.9102250000000001	0.340702225568535	38.39665961641221	8.113806094095165e-07	6.090775375393183	19.756707829557143	4.572604414757743	down
KMS-28BM_NPC-26	1	1.0	1.046	1.029	1.293	1.026	0.9913	0.9502	1.069	1.177	1.04	1.058	1.1909999999999998			0.2123	0.892	0.8909	1.0	1.046	1.029	1.293	1.026	0.9913	0.9502	1.069	1.177	1.04	1.058	1.1909999999999998			0.2123	0.892	0.8909	0.0	5.602896783422054	7.639890751418703	1.074837913912916	0.6360995387403972	-0.652675553898426	0.9579520084320026	0.16671184596160654	0.4868435688552729	407.2670353542391	9790.9799486713	0.05907011207077014	0.13550687585541366	0.9651644273958249	0.23415902744053096	3.648099333236947	0.04259611214612108	1.3706300382338847	1.6626299015634922	0.5825950056122785	
KMS-34_CIL70	1	1.0	1.239	1.154	1.189	1.188	1.06	1.055	1.092	0.8197	1.151	1.056	1.075	1.011		0.05427	0.06918	0.05315	1.0	1.239	1.154	1.189	1.188	1.06	1.055	1.092	0.8197	1.151	1.056	1.075	1.011		0.05427	0.06918	0.05315	0.0	5.327788455705471	3.556527381513322	1.093684225800764	0.044603527702244544	-4.470069478708029	0.8779921255027767	0.09286731536552185	0.9489056952410173	0.14935993294741132	1.7811506717854002	0.03134790767502223	0.08229734156253665	0.8769807446808513	0.4111052896441821	74.38633134073368	5.445095460655644e-08	7.26399450201058	42.54945263784777	6.0129510515755324	down
KMS-34_NPC-26	1	1.0	1.017	0.9967	0.948	1.047	1.03	1.0759999999999998	0.9804	0.9811	1.032	0.9977	1.079	0.9542	0.2554	0.4481	1.041	1.002	1.0	1.017	0.9967	0.948	1.047	1.03	1.0759999999999998	0.9804	0.9811	1.032	0.9977	1.079	0.9542	0.2554	0.4481	1.041	1.002	0.0	5.557736210872968	10.0	1.0162830247123438	0.6843215510955554	-0.547253712516437	0.9311585546434589	0.169154180091435	0.3992205735607044	1.6000230378524265	358.03775438854257	0.05587425873720705	0.11161150838225073	0.9301520833333333	0.21827766426635495	2.8268836734102214	0.07517811486021828	1.1239085687002792	1.2237844491312848	0.38780653514824376	
KNS-42_NPC-26	1	1.0	1.053	1.013	1.05	1.031	1.041	1.033	1.079	1.041	1.114	1.069	1.063	0.9792	0.9681	1.021	0.963	0.8562000000000001	1.0	1.053	1.013	1.05	1.031	1.041	1.033	1.079	1.041	1.114	1.069	1.063	0.9792	0.9681	1.021	0.963	0.8562000000000001	0.0	3.642156824484878	0.9052964126315401	1.0479445425210756	0.0001	-0.2037333425113818	1.0270443167150445	0.03212655272006615	0.6783253374772505	7.545423659280974	1.2069135079885611	0.012589714130532094	11.995860219970162	1.0243520833333333	0.05669183308170416	8.984321349955666	0.0011490511684762465	2.9396606312837905	0.7378744444491193	0.16169254108642073	not
KNS-60_CIL70	1	1.0	0.7166	1.001	0.9863	0.9878	0.7379000000000001	0.8109999999999999	0.7833	0.8579000000000001	0.6656	1.022	0.996	0.8732	0.7012	0.7868999999999999	0.804	0.5579	1.0	0.7166	1.001	0.9863	0.9878	0.7379000000000001	0.8109999999999999	0.7833	0.8579000000000001	0.6656	1.022	0.996	0.8732	0.7012	0.7868999999999999	0.804	0.5579	0.0	4.115925683643891	1.1873825169557632	0.8693445694826332	0.0001	-0.7503907223066635	0.8426209791867818	0.11458059362536767	0.29534195322025225	7.652657281184039	3.7337149747828264	0.04093610628836917	11.19551213700843	0.8380947916666667	0.1365179015416748	1.7831761027285722	0.22008245381469785	0.6574145804144381	1.0533347581649914	0.3058912814810578	
KNS-60_NPC-26	1	1.0	1.075	1.057	1.021	1.033	1.069	1.112	1.078	1.051	1.048	1.045	1.074	1.051	0.2834		0.06209	0.03208	1.0	1.075	1.057	1.021	1.033	1.069	1.112	1.078	1.051	1.048	1.045	1.074	1.051	0.2834		0.06209	0.03208	0.0	5.405494245061768	5.705973827995172	1.0608406641843913	0.08753639976686453	-3.5139445544711996	0.8440192497370513	0.032720430084443954	0.9920370957774299	0.021704358162808694	0.9627774259664412	0.01093823113108112	0.026733503018032505	0.8524821276595744	0.36776258908060006	501.30905503939766	2.1525990952549243e-12	11.667036846595895	117.67009741924845	8.309678445846062	down
KNS-62_NPC-26	1	1.0	1.005	0.9419	0.9607	0.9723	0.9713	0.9489	1.01	1.06	0.9756	1.0	1.005	0.9782	1.004	0.9579		1.041	1.0	1.005	0.9419	0.9607	0.9723	0.9713	0.9489	1.01	1.06	0.9756	1.0	1.005	0.9782	1.004	0.9579		1.041	0.0	7.2345950947021125	10.0	0.9679490585086515	1.0024990257957813	0.00360083470485594	0.9896180763945457	0.027088466196214297	0.24952142245551356	1.140415126370399	85.37961106063447	0.012772949915865413	0.011061076562934024	0.9887510638297872	0.03127776257955159	1.3328886844600754	0.36628132055450724	0.4361852287199888	0.00044805064779287123	-0.0	not
KNS81_CIL70	1	1.0	0.6784	0.9144	0.9027	0.7267	0.8523999999999999	0.8129000000000001	0.8076000000000001	0.6812999999999999	0.6692	0.852	0.8073	1.015	0.6657	0.636	0.8055	0.897	1.0	0.6784	0.9144	0.9027	0.7267	0.8523999999999999	0.8129000000000001	0.8076000000000001	0.6812999999999999	0.6692	0.852	0.8073	1.015	0.6657	0.636	0.8055	0.897	0.0	10.920818753952375	0.34346580524777215	0.9959391520478981	0.784443564951822	-0.34803663959099473	0.7951610950848703	0.10332693625415505	0.1765375025121424	15.854547965196577	2.6287958036351657	0.11815846491721141	0.08559125021362095	0.7996791666666666	0.11412010461423978	0.9342525220558822	0.5625568948826034	0.2498335480894412	0.4323923112750708	0.047778386466296584	
